Year,BHAC6,BHAC5,BHAC5max,BHAC5min,AM4Age,AM4Freq,AMstack
1068,-0.14171,23.89375,28.89,18.89,1015.6,6,2
1067,-0.02342,23.845,28.8,18.89,1015.1,6,2
1066,-0.02342,23.88625,28.82,18.95,1014.4,6,2
1065,0.208021,23.88875,28.78,18.99,1013.8,6,3
1064,0.208021,23.9,28.77,19.03,1013.2,6,3
1063,0.208021,23.8825,28.7,19.06,1012.6,6,3
1062,0.060191,23.8875,28.67,19.1,1012,6,3
1061,-0.0581,23.88125,28.63,19.13,1011.4,6,3
1060,-0.0581,23.825,28.53,19.12,1010.8,6,3
1059,-0.0581,23.84375,28.51,19.18,1010.3,6,3
1058,-0.0581,23.82375,28.45,19.2,1009.8,6,3
1057,-0.03658,23.80875,28.4,19.22,1009.2,6,3
1056,-0.03658,23.81125,28.37,19.25,1008.7,6,3
1055,-0.03658,23.83458333,28.36,19.31,1008.1,6,3
1054,-0.03658,23.855,28.32,19.39,1007.5,6,3
1053,-0.03658,23.84125,28.27,19.41,1006.9,6,3
1052,-0.03658,23.87333333,28.27,19.48,1006.4,6,3
1051,-0.03658,23.94083333,28.31,19.57,1005.8,6,3
1050,-0.03658,23.95625,28.31,19.6,1005.3,6,3
1049,-0.03658,23.96083333,28.28,19.65,1004.7,6,3
1048,-0.03658,23.99583333,28.28,19.71,1004.2,6,3
1047,-0.03658,23.97416667,28.23,19.72,1003.6,7,3
1046,-0.03658,23.96375,28.2,19.73,1003,7,3
1045,-0.03658,23.99208333,28.21,19.77,1002.5,7,3
1044,-0.03658,24.00666667,28.24,19.78,1001.9,7,3
1043,-0.03658,24.01083333,28.24,19.78,1001.4,7,3
1042,-0.03658,24.05208333,28.29,19.82,1000.9,7,3
1041,-0.13335,24.06208333,28.31,19.81,1000.3,7,3
1040,-0.13335,24.14166667,28.42,19.86,999.8,7,3
1039,-0.11696,24.175,28.5,19.85,999.2,7,4
1038,-0.11696,24.21875,28.6,19.84,998.5,7,4
1037,-0.11696,24.28791667,28.73,19.85,997.9,7,4
1036,-0.11696,24.42125,28.93,19.91,997.3,7,4
1035,-0.11696,24.51916667,29.11,19.93,996.6,7,4
1034,0.017709,24.6,29.25,19.95,995.9,7,4
1033,-0.11696,24.67125,29.37,19.97,995.2,7,4
1032,-0.11696,24.75708333,29.56,19.96,994.6,7,4
1031,-0.23526,24.82916667,29.71,19.95,993.9,7,4
1030,-0.23526,24.90458333,29.85,19.96,993.2,7,4
1029,-0.23526,25.01958333,30.04,20,992.5,7,4
1028,-0.33203,25.15791667,30.27,20.05,991.8,7,4
1027,-0.33203,25.27541667,30.45,20.1,991.2,7,4
1026,-0.19735,25.36166667,30.61,20.11,990.6,7,5
1025,-0.19735,25.465,30.78,20.15,990,7,5
1024,-0.19735,25.52916667,30.88,20.18,989.4,7,5
1023,-0.19735,25.60458333,30.97,20.24,988.8,7,5
1022,-0.06268,25.68541667,31.13,20.24,988.2,7,6
1021,-0.06268,25.79,31.27,20.31,987.7,7,6
1020,-0.06268,25.905,31.43,20.38,987.1,7,6
1019,-0.06268,25.95416667,31.51,20.4,986.4,7,6
1018,-0.21051,25.99,31.57,20.41,985.6,7,6
1017,-0.21051,26.0525,31.65,20.45,984.8,7,6
1016,-0.11374,26.11083333,31.74,20.48,984.1,7,6
1015,-0.11374,26.13708333,31.78,20.49,983.4,7,6
